,original_id,caffe_id,name,price,serving,plate_area,sourcing,started_producing,type,with_brown_sugar,with_nuts,whole_weat_flour,with_eggs,with_icing,lactose_free,with_cocoa,with_berries,look_date
68,1647786,92,banana treat,1.99,73,943.5,local or ecological,2019,cake,0,0,0,0,0,0,0,0,2023-09-22
69,1694892,49,delicate harmony,2.35,107,499.5,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
70,1694886,93,juniper berry gift,1.81,107,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
71,1694862,108,raspberry ambrosia,1.75,95,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
72,1694844,90,berry garden,0.89,80,777.0,local or ecological,2012,doughnut,0,0,0,0,0,0,0,0,2023-09-22
73,1694610,12,berry warmth,1.89,108,666.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
74,1679892,63,magical plum,3.69,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
75,1693002,55,alluring cashew,1.69,80,621.5999999999999,local or ecological,2019,cake,1,0,0,1,1,0,0,0,2023-09-22
76,1691766,111,strawberry pleasure,1.1,61,527.25,ecological,2014,cookie,0,0,1,0,0,0,0,0,2023-09-22
77,1617540,99,beautiful spark,2.08,117,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
78,1649874,28,pistachio sensation,2.99,96,777.0,ecological,2013,doughnut,0,1,1,0,0,1,0,0,2023-09-22
79,1689606,100,juniper berry garden,1.59,120,688.2,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
80,1689504,18,blackberry spell,1.37,112,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
81,1533591,101,green marvel,2.19,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
82,1466742,50,fancy star,2.43,99,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
83,1583820,90,tempting pleasure,2.41,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
84,1688148,37,crisp surprise,2.35,120,888.0,ecological,2020,cake,1,1,0,1,1,0,0,0,2023-09-22
85,1674720,94,pineapple confidant,1.76,64,222.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
86,1676310,79,yellow symphony,1.76,64,222.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
87,1685886,8,kiwi star,3.19,100,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
88,1685478,108,delicate flavor,1.34,78,666.0,local or ecological,2020,cake,0,0,0,0,1,0,0,0,2023-09-22
89,1685184,51,crispy reward,0.69,99,667.11,local or ecological,1981,cake,0,0,1,0,0,0,0,0,2023-09-22
90,1680972,50,exquisite dream,1.94,97,724.83,ecological,2004,cake,1,0,0,0,0,0,0,0,2023-09-22
91,1637484,88,yummy strawberry,1.76,94,777.0,ecological,1971,eclair,0,1,1,0,0,0,0,0,2023-09-22
92,1679772,5,pistachio fusion,2.64,77,730.38,ecological,2016,cake,0,0,0,1,0,0,0,0,2023-09-22
93,1678878,32,black mulberry prize,1.96,113,954.5999999999999,local or ecological,2020,cake,1,1,0,0,0,0,0,0,2023-09-22
94,1674930,23,sesame ribbon,2.19,112,555.0,local or ecological,2020,cake,0,0,0,1,0,0,0,0,2023-09-22
95,1674090,8,cherry prize,1.98,110,666.0,local or ecological,2020,cake,0,0,0,1,0,0,0,0,2023-09-22
96,1673268,74,triple cherry,0.99,80,499.5,local or ecological,2020,eclair,0,0,0,0,0,0,0,0,2023-09-22
97,1672512,26,coconut fantasy,1.56,83,666.0,n/a,2017,eclair,0,0,0,0,0,0,0,0,2023-09-22
98,1671690,66,refreshing bliss,2.44,105,277.5,ecological,2018,cake,0,0,0,1,0,0,0,0,2023-09-22
99,1489275,25,sesame ribbon,2.0,104,999.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
100,1667850,78,enjoyable spring,0.91,53,666.0,n/a,1991,cake,0,0,0,0,0,0,0,0,2023-09-22
101,1446264,58,crisp choice,1.99,113,666.0,local or ecological,2019,cake,1,0,0,1,0,1,0,0,2023-09-22
102,1662693,108,mango perfection,2.2,113,666.0,local or ecological,2020,eclair,0,1,0,1,0,0,0,0,2023-09-22
103,1658628,30,chocolate journey,2.59,108,333.0,ecological,1937,croissant,0,0,0,1,0,0,0,0,2023-09-22
104,1659945,40,elegant marvel,1.99,118,666.0,local or ecological,2019,eclair,0,0,0,0,1,0,0,0,2023-09-22
105,1657590,67,exclusive invitation,2.2,118,1017.87,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
106,1657458,2,sesame spell,2.07,120,543.9000000000001,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
107,1653606,50,crunchy blueberry,4.98,93,1.11,ecological,1937,cake,0,0,0,1,0,0,0,0,2023-09-22
108,1653162,63,beautiful bliss,2.45,87,166.5,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-09-22
109,1652154,57,smooth strawberry,1.79,74,666.0,n/a,1951,cake,0,0,0,1,0,0,0,0,2023-09-22
110,1650006,69,fantastic passion,1.84,54,200.91,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
111,1649838,58,savoury invitation,2.41,99,222.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
112,1648494,16,almond warmth,2.69,100,999.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
113,1641174,2,blackberry journey,1.25,100,718.17,local or ecological,2020,cake,0,1,0,1,0,0,0,0,2023-09-22
114,1638972,52,fruity ambrosia,2.5,106,1332.0,ecological,2002,cake,0,1,1,0,0,0,0,0,2023-09-22
115,1635186,100,green mango,1.96,105,621.5999999999999,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
116,1629642,70,celestial garden,5.0,120,1818.1799999999998,n/a,1955,cake,0,0,0,0,0,0,1,0,2023-09-22
117,1567578,81,classic ribbon,1.86,117,666.0,ecological,1970,cake,0,0,1,0,0,0,0,0,2023-09-22
118,1620060,9,chocolate fantasy,2.07,98,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
119,1618098,100,blueberry sensation,3.27,102,222.0,ecological,2013,cake,0,0,0,0,1,0,0,0,2023-09-22
120,1616862,32,banana wisdom,0.73,70,1332.0,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-09-22
121,1611264,46,special inspiration,1.5,80,485.07,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
122,1606536,15,mango choice,1.87,101,532.8,local or ecological,2020,doughnut,0,1,0,0,0,1,0,0,2023-09-22
123,1590060,20,almond magic,1.29,50,444.0,ecological,2020,doughnut,1,0,0,0,0,0,0,0,2023-09-22
124,1602102,55,crunchy heaven,1.21,54,888.0,ecological,2009,doughnut,0,0,1,0,0,0,0,0,2023-09-22
125,1553463,52,tempting flower,1.9,55,166.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-22
126,1389417,20,black mulberry chuckle,1.98,116,999.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-22
127,1600374,83,cheeky bliss,2.14,103,566.0999999999999,ecological,2019,cupcake,1,0,0,0,0,0,0,0,2023-09-22
128,1576830,100,cherry autumn,3.3,111,520.59,ecological,2015,cake,0,0,0,0,1,0,0,0,2023-09-22
129,1540449,46,fantastic sentiment,3.2,112,388.5,local or ecological,1993,cake,0,0,0,1,0,0,0,0,2023-09-22
130,1163880,82,delicate fountain,0.29,120,1665.0,local or ecological,1957,cupcake,0,0,1,0,0,0,0,0,2023-09-22
131,853758,72,smooth kiss,1.2,80,654.9000000000001,local or ecological,2017,cake,0,0,0,0,0,0,0,0,2023-09-22
132,1715349,25,chocolate confidant,3.35,105,832.5,ecological,2020,eclair,0,1,0,0,0,0,0,0,2023-09-27
133,1715229,26,fig fountain,2.62,86,277.5,ecological,2016,cake,0,0,0,1,0,0,0,0,2023-09-27
134,1715163,53,fancy rose,1.75,95,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
135,1714533,34,irresistible strawberry,1.21,67,1110.0,local or ecological,2020,eclair,0,1,0,0,0,0,0,0,2023-09-27
136,1689462,46,sublime almond,2.08,116,765.9000000000001,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
137,1714371,72,playful chocolate,3.09,112,166.5,ecological,2015,cake,0,0,0,1,0,0,0,0,2023-09-27
138,1714365,107,lemon pleasure,2.58,103,277.5,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-09-27
139,1714125,52,simple juniper berry,2.95,120,1054.5,ecological,2017,cake,1,0,0,0,0,0,0,0,2023-09-27
140,1713957,96,double comfort,4.79,114,3330.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
141,1713945,95,pretty heaven,4.98,93,111.0,ecological,1937,cake,0,0,0,1,0,0,0,0,2023-09-27
142,1709943,67,precious charm,2.5,113,777.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
143,1713237,112,crunchy invitation,2.7,112,1221.0,ecological,2010,cake,0,0,0,1,0,0,0,0,2023-09-27
144,1713213,111,pure spark,2.29,78,1010.0999999999999,ecological,2018,cake,1,0,0,0,0,0,0,0,2023-09-27
145,1670802,68,delightful cherry,2.69,120,566.0999999999999,local or ecological,2020,cake,0,1,0,0,0,0,0,0,2023-09-27
146,1341291,16,banana blessing,1.36,62,666.0,n/a,2019,candy,0,0,0,0,0,0,0,0,2023-09-27
147,1093008,75,comforting sensation,1.1,55,299.70000000000005,local or ecological,2018,doughnut,0,1,0,0,0,0,0,0,2023-09-27
148,1350300,2,raspberry charm,1.29,65,277.5,local or ecological,2018,doughnut,0,1,0,0,0,0,0,0,2023-09-27
149,1472322,12,pineapple passion,1.76,88,999.0,ecological,2019,doughnut,1,0,0,0,0,0,0,0,2023-09-27
150,1595916,105,sweet taste,1.69,86,888.0,local or ecological,2019,doughnut,0,1,0,0,0,0,0,0,2023-09-27
151,1695792,79,nectarous miracle,1.38,63,555.0,ecological,2019,doughnut,1,1,0,0,0,0,0,0,2023-09-27
152,1710009,91,fig pleasure,1.49,78,999.0,local or ecological,2019,doughnut,1,1,0,0,0,0,0,0,2023-09-27
153,1686732,12,hazelnut invitation,1.09,81,1260.96,ecological,1972,cake,0,0,1,0,0,0,0,0,2023-09-27
154,1614240,58,beautiful secret,1.65,109,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
155,1712295,98,almond wonder,1.3,80,402.93,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
156,1712013,82,comforting choice,2.29,98,455.09999999999997,ecological,2020,cake,0,0,0,0,0,0,0,0,2023-09-27
157,1711935,63,delightful hazelnut,2.75,119,455.09999999999997,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
158,1711785,12,juniper berry fountain,1.95,98,222.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
159,1696380,12,raspberry flavor,0.94,68,555.0,ecological,1994,cake,0,1,1,0,0,0,0,0,2023-09-27
160,1681836,98,candied sensation,1.28,80,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
161,1710639,2,juniper berry harmony,2.06,105,888.0,ecological,2017,doughnut,1,0,0,0,0,0,0,0,2023-09-27
162,1710477,36,candied inspiration,2.4,104,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
163,1709625,57,enticing desert,2.0,70,666.0,ecological,2008,cake,0,0,0,0,0,0,0,0,2023-09-27
164,1709523,20,mango kiss,2.14,107,865.8,ecological,2014,cake,1,0,0,0,0,0,0,0,2023-09-27
165,1709439,6,banana spark,4.5,60,588.3,ecological,1954,cake,0,0,0,1,0,0,0,0,2023-09-27
166,1512885,34,chocolaty blossom,1.09,107,729.27,local or ecological,2020,cake,0,1,0,1,1,1,0,0,2023-09-27
167,1689678,66,double blossom,2.99,109,452.88,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-09-27
168,1426497,108,white choice,0.83,67,1398.6,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-09-27
169,1708278,65,pink spell,1.99,101,472.85999999999996,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
170,1689168,38,special harmony,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
171,1703796,83,savoury almond,2.9,97,444.0,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-09-27
172,1708140,88,red kiss,2.36,80,943.5,ecological,2019,tartlet,1,0,0,0,0,0,0,0,2023-09-27
173,1708110,41,yummy plum,2.03,110,888.0,ecological,1990,cake,0,0,1,0,0,0,0,0,2023-09-27
174,1669392,112,cherry spring,2.59,88,222.0,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-09-27
175,1708038,10,cranberry dream,3.5,115,859.14,ecological,2019,cake,0,1,0,0,0,0,0,0,2023-09-27
176,1707180,36,fluffy blossom,1.65,79,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
177,1706946,29,currant abbundance,0.77,93,643.8,ecological,1985,cake,0,0,1,0,0,0,0,0,2023-09-27
178,1672338,52,precious pistachio,2.4,109,277.5,ecological,2013,eclair,0,0,0,1,0,0,0,0,2023-09-27
179,1706124,13,cherry blessing,3.4,104,277.5,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
180,1705746,63,comforting taste,2.49,109,449.54999999999995,ecological,2017,cake,1,0,0,0,0,0,0,0,2023-09-27
181,1705734,46,tempting banana,4.59,90,0.0,ecological,2014,cake,0,0,0,1,0,0,0,0,2023-09-27
182,1655340,33,fancy pistachio,3.25,117,610.5,ecological,2013,cake,1,0,0,0,0,0,0,0,2023-09-27
183,1704912,107,berry blessing,3.45,116,666.0,ecological,2014,eclair,0,0,0,0,1,0,0,0,2023-09-27
184,1548603,3,pistachio symphony,2.57,52,139.86,ecological,2019,cake,0,0,0,0,0,0,0,0,2023-09-27
185,1704690,54,exclusive strawberry,1.45,105,721.5,ecological,1972,cake,0,0,1,0,0,0,1,0,2023-09-27
186,1704204,34,sensational adventure,1.5,120,888.0,ecological,1967,cake,0,1,1,1,0,0,0,0,2023-09-27
187,1584156,83,delicate juniper berry,2.43,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
188,1703958,83,crispy sesame,2.25,63,407.37,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
189,1703826,62,delicate cherry,2.65,70,286.38,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
190,1679208,45,angelic almond,1.1,73,428.46,ecological,2007,doughnut,1,0,0,0,0,0,0,0,2023-09-27
191,1703304,19,currant surprise,2.85,93,444.0,ecological,2017,cake,1,0,0,0,0,0,0,0,2023-09-27
192,1701690,5,apricot surprise,2.02,110,999.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
193,1701318,99,black mulberry secret,0.79,67,821.4000000000001,ecological,2002,cookie,0,1,1,0,0,0,0,0,2023-09-27
194,1629774,109,cashew spring,0.81,88,712.62,ecological,1991,cake,0,0,1,0,0,0,0,0,2023-09-27
195,1700976,112,berry serenity,2.53,91,1041.18,ecological,1978,cake,0,0,1,0,0,0,0,0,2023-09-27
196,1699542,68,beautiful star,3.1,100,821.4000000000001,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-09-27
197,1699200,41,overwhelming pistachio,0.95,56,690.42,n/a,1947,cake,0,1,0,0,0,0,0,0,2023-09-27
198,1699140,86,precious kiss,0.77,56,1221.0,ecological,1974,cake,0,0,1,0,0,0,0,0,2023-09-27
199,1698780,85,light cherry,1.69,69,1110.0,ecological,2011,doughnut,1,0,0,0,0,0,0,0,2023-09-27
200,1647624,62,traditional sensation,1.19,80,499.5,local or ecological,2020,doughnut,0,1,0,0,1,0,0,0,2023-09-27
201,1116906,55,comforting chuckle,4.9,70,2020.1999999999998,n/a,1936,croissant,1,1,1,1,1,0,0,0,2023-09-27
202,1466868,25,raspberry taste,2.09,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
203,1698096,14,blackberry pleasure,2.95,109,666.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
204,1696776,68,velvety flavor,2.93,76,356.53200000000004,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-09-27
205,1694664,72,blissful secret,1.95,105,1287.6,local or ecological,2020,candy,0,1,0,0,0,0,0,0,2023-09-27
206,1695564,94,cherry star,4.15,113,1337.5500000000002,ecological,1937,doughnut,0,0,0,1,0,0,0,0,2023-09-27
207,1647786,92,banana treat,1.99,73,943.5,local or ecological,2019,cake,0,0,0,0,0,0,0,0,2023-09-27
208,1694892,49,delicate harmony,2.35,107,499.5,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
209,1694886,93,juniper berry gift,1.81,107,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
210,1694844,90,berry garden,0.89,80,777.0,local or ecological,2012,doughnut,0,0,0,0,0,0,0,0,2023-09-27
211,1694610,12,berry warmth,1.89,108,666.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
212,1679892,63,magical plum,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
213,1691766,111,strawberry pleasure,1.1,61,527.25,ecological,2014,cookie,0,0,1,0,0,0,0,0,2023-09-27
214,1617540,99,beautiful spark,2.08,117,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
215,1689606,100,juniper berry garden,1.59,120,688.2,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
216,1689504,18,blackberry spell,1.37,112,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
217,1533591,101,green marvel,2.19,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
218,1466742,50,fancy star,2.43,99,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-09-27
219,1583820,90,tempting pleasure,2.41,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
220,1688148,37,crisp surprise,2.35,120,888.0,ecological,2020,cake,1,1,0,1,1,0,0,0,2023-09-27
221,1685886,8,kiwi star,3.19,100,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-09-27
222,1685478,108,delicate flavor,1.34,78,666.0,local or ecological,2020,cake,0,0,0,0,1,0,0,0,2023-09-27
223,1685184,51,crispy reward,0.69,99,667.11,local or ecological,1981,cake,0,0,1,0,0,0,0,0,2023-09-27
224,1680972,50,exquisite dream,1.94,97,724.83,ecological,2004,cake,1,0,0,0,0,0,0,0,2023-09-27
225,1637484,88,yummy strawberry,1.76,94,777.0,ecological,1971,eclair,0,1,1,0,0,0,0,0,2023-09-27
226,1679772,5,pistachio fusion,2.64,77,730.38,ecological,2016,cake,0,0,0,1,0,0,0,0,2023-09-27
227,1678878,32,black mulberry prize,1.96,113,954.5999999999999,local or ecological,2020,cake,1,1,0,0,0,0,0,0,2023-09-27
228,1674090,8,cherry prize,1.98,110,666.0,local or ecological,2020,cake,0,0,0,1,0,0,0,0,2023-09-27
229,1673268,74,triple cherry,0.99,80,499.5,local or ecological,2020,eclair,0,0,0,0,0,0,0,0,2023-09-27
230,1671690,66,refreshing bliss,2.44,105,277.5,ecological,2018,cake,0,0,0,1,0,0,0,0,2023-09-27
